,case_id,text,outcome,dissatisfaction,policy_demand,coproduction_request
43,44,小区楼道灯长期不亮，晚上出行很不安全，已多次反映。,0,0.386,0.1433,0.2235
44,45,希望社区能开设免费的电脑基础培训班，帮助老人学习使用智能手机。,0,0.0348,0.1085,0.5437
45,46,社区组织的邻里节活动增进了居民感情，氛围很温馨。,1,0.7213,0.179,0.781
46,47,投诉的小区内私搭乱建问题，城管部门已上门责令拆除。,1,0.6987,0.6297,0.4003
47,48,小区停车位被外来车辆长期占用，业主停车难问题严重。,0,0.54,0.2608,0.1367
48,49,建议在小区增设共享雨伞点，方便居民雨天出行。,0,0.002,0.4655,0.6077
49,50,我愿意参与社区的文明养犬劝导工作，宣传文明养犬知识。,1,0.1742,0.357,0.7395
50,51,反映的自来水水压不足问题，水务部门很快就上门检修解决了。,1,0,0.5652,0.5013
51,52,小区物业收费不透明，公示的账目不清，业主意见很大。,0,0.7395,0.395,0.222
52,53,希望政府能加强对小区周边餐饮油烟的治理，改善空气质量。,0,0.2418,1,0.9375
53,54,社区组织的应急救护培训让居民掌握了急救技能，非常实用。,1,0.2102,0.1492,0.7087
54,55,反映的小区围墙倒塌问题，相关部门很快就安排了修缮工作。,1,0,0.536,0.4293
55,56,小区周边缺少菜市场，居民买菜不方便，希望能增设便民市场。,0,0.437,0.3865,0.3255
56,57,建议社区建立居民意见反馈平台，方便大家反映问题和提建议。,0,1,1,0.852
57,58,我愿意参与社区的环境整治志愿活动，清理小区内的垃圾和小广告。,1,0.5795,0.8005,1
58,59,反映的小区噪音问题，城管部门多次上门劝导，现在情况有所改善。,1,0.382,0.959,0.6387
59,60,小区内的健身场地被广场舞长期占用，其他居民无法使用。,0,0.076,0.0002,0.0682
60,61,希望社区能定期开展免费的健康体检活动，关注居民健康。,0,0.1828,0.4507,0.7705
61,62,社区组织的反诈宣传活动形式新颖，让居民提高了防范意识。,1,0.9747,0.7063,0.8133
62,63,反映的小区下水道反味问题，物业当天就安排了疏通处理。,1,0.2197,0.5957,0.3867
63,64,小区快递柜数量不足，经常出现快递无法投递的情况。,0,0.3793,0,0.2573
64,65,建议政府优化老旧小区的供水管道，解决水压不足的问题。,0,0.0927,0.995,0.8058
65,66,我愿意参与社区的治安巡逻志愿工作，协助维护小区安全。,1,0.5662,0.6737,1
66,67,反映的小区停车乱收费问题，物价部门已上门调查并规范收费标准。,1,0.0257,0.6068,0.4345
67,68,小区内的树木修剪不及时，树枝影响居民采光和出行。,0,0,0.3302,0.2223
68,69,希望社区能增设儿童游乐设施，为孩子们提供安全的玩耍场所。,0,0,0.3928,0.5552
69,70,社区组织的文明出行宣传活动，提高了居民的交通安全意识。,1,0.6968,0.7593,0.849
70,71,反映的小区垃圾清运不及时问题，环卫部门已调整清运时间。,1,0.2672,0.966,0.4203
71,72,小区周边的道路坑洼不平，雨天积水严重，影响居民出行。,0,0.4957,0.2558,0.2697
72,73,建议在小区增设充电桩，方便新能源车主充电。,0,0,0.5167,0.4653
73,74,我愿意参与社区的图书整理志愿工作，协助维护社区图书馆秩序。,1,0.0878,0.4095,0.8507
74,75,反映的小区电梯年检过期问题，市场监管部门已责令物业整改。,1,0.1433,0.8512,0.2775
75,76,小区内的宠物粪便无人清理，影响小区环境和居民健康。,0,0.1137,0.3417,0.1633
76,77,希望社区能开设免费的书法绘画培训班，丰富居民的文化生活。,0,0.1802,0.003,0.5938
77,78,社区组织的垃圾分类知识竞赛，让居民学习了很多分类技巧。,1,0.2237,0.3992,0.6317
78,79,反映的小区噪音扰民问题，社区工作人员多次上门协调解决。,1,0.4557,0.6665,0.8595
79,80,小区内的消防通道被私家车占用，存在严重的安全隐患。,0,0.2475,0.2488,0.282
80,81,建议政府加强对小区周边工地施工的监管，控制施工噪音和扬尘。,0,0.1152,1,0.882
81,82,我愿意参与社区的环保宣传志愿活动，向居民普及环保知识。,1,0.5593,0.8775,1
82,83,反映的小区供水管道破裂问题，水务部门很快就上门维修好了。,1,0,0.3293,0.391
83,84,小区内的路灯损坏严重，晚上小区漆黑一片，居民出行很不安全。,0,0.3975,0.0948,0.1488
84,85,希望社区能建立宠物粪便收集点，引导居民文明养犬。,0,0,0.2642,0.5217
85,86,社区组织的亲子阅读活动，增进了亲子感情，也培养了孩子的阅读习惯。,1,0.5277,0.1147,0.527
86,87,反映的小区物业不作为问题，街道办已介入调查并督促整改。,1,0.3333,0.951,0.7353
87,88,小区周边缺少银行网点，居民办理业务很不方便。,0,0.5622,0.1478,0.3492
88,89,建议在小区增设共享电动车停放点，方便居民短途出行。,0,0.3115,0.759,0.5992
89,90,我愿意参与社区的消防宣传志愿工作，向居民普及消防安全知识。,1,0.612,0.595,1
90,91,反映的小区垃圾分类执行不到位问题，社区已加强督导和宣传。,1,0.502,0.9455,0.8118
91,92,小区内的健身器材损坏后长期未维修，居民无法正常使用。,0,0.0858,0.0907,0
92,93,希望政府能优化老旧小区的供暖管道，解决冬季供暖不足的问题。,0,0.1002,0.7545,0.7458
93,94,社区组织的重阳节慰问活动，让社区老人感受到了温暖。,1,0.7665,0.3697,0.6755
94,95,反映的小区噪音问题，公安部门多次上门处理，现在情况已好转。,1,0.2487,0.79,0.632
95,96,小区内的楼道卫生无人打扫，杂物堆积，环境脏乱差。,0,0.0947,0.2305,0.2997
96,97,建议社区增设便民理发点，为老人提供免费或低价理发服务。,0,0.0772,0.517,0.3398
97,98,我愿意参与社区的文明交通劝导志愿工作，维护小区周边交通秩序。,1,0.6362,0.9208,1
98,99,反映的小区供水水质问题，卫生部门已上门检测并出具了报告。,1,0.3045,0.5762,0.579
99,100,小区内的监控盲区较多，居民的财产安全无法得到保障。,0,0.1623,0.4285,0.2968
100,101,希望社区能定期开展法律知识讲座，为居民普及法律常识。,0,0.295,0.605,0.8945
101,102,社区组织的植树节活动，让居民参与小区绿化建设，改善环境。,1,0.0582,0.7127,0.802
102,103,反映的小区电梯故障问题，物业很快就联系了维修人员处理好了。,1,0.0092,0.1988,0.2612
103,104,小区周边的公交线路班次太少，居民出行不方便。,0,0.4885,0.3872,0.216
104,105,建议在小区增设快递代收点，解决快递投递难题。,0,0.3278,0.7247,0.5485
105,106,我愿意参与社区的疫情防控宣传志愿工作，向居民普及防疫知识。,1,0.8143,0.7692,1
106,107,反映的小区停车难问题，物业已新增部分停车位，情况有所缓解。,1,0.5107,0.7598,0.3223
107,108,小区内的树木病虫害严重，影响树木生长和小区环境。,0,0,0.1888,0.1245
108,109,希望社区能开设免费的电脑维修服务，帮助居民解决电脑问题。,0,0.2498,0.5035,0.8673
109,110,社区组织的文明养犬宣传活动，提高了居民的文明养犬意识。,1,0.262,0.4128,0.5842
110,111,反映的小区垃圾中转站异味问题，物业已加强清洁和消杀工作。,1,0.1568,0.615,0.5368
111,112,小区内的楼道灯损坏后长期未维修，晚上出行很不方便。,0,0.3342,0.1717,0.118
112,113,建议政府加强对小区周边餐饮油烟的治理，改善居民生活环境。,0,0.3995,1,0.9397
113,114,我愿意参与社区的环境整治志愿活动，清理小区内的小广告和垃圾。,1,0.5705,0.7903,1
114,115,反映的小区噪音扰民问题，社区工作人员多次上门劝导，情况有所改善。,1,0.7593,1,0.778
115,116,小区内的健身场地被长期占用，其他居民无法正常使用。,0,0.1543,0.072,0
116,117,希望社区能定期开展免费的义诊活动，为居民提供健康检查。,0,0.5118,0.564,0.9138
117,118,社区组织的反诈宣讲会，让居民学习了很多防范诈骗的技巧。,1,0.6132,0.3093,0.7567
118,119,反映的小区下水道堵塞问题，物业当天就安排了疏通处理好了。,1,0.0867,0.6608,0.4453
119,120,小区内的快递柜经常满柜，居民取件很不方便。,0,0.6638,0.0743,0.3077
120,121,建议在小区增设便民服务中心，为居民提供一站式服务。,0,0.3978,0.9883,0.9032
121,122,我愿意参与社区的治安巡逻志愿工作，协助维护小区的安全秩序。,1,0.5383,0.7393,1
122,123,反映的小区停车乱收费问题，物价部门已上门调查并规范了收费标准。,1,0.0115,0.6177,0.4245
123,124,小区内的树木树枝影响居民采光，多次反映仍未修剪。,0,0,0.1747,0.267
124,125,希望社区能增设儿童托管服务，解决双职工家庭的带娃难题。,0,0.4517,0.7017,0.7903
125,126,社区组织的邻里互助活动，增进了居民之间的感情和信任。,1,0.9905,0.4088,1
126,127,反映的小区电梯停运问题，物业很快就联系了维修人员处理好了。,1,0,0.2355,0.2905
127,128,小区周边缺少大型超市，居民购物很不方便。,0,0.4113,0,0.1593
128,129,建议政府优化老旧小区的排水系统，解决雨天积水问题。,0,0,1,0.8165
129,130,我愿意参与社区的图书漂流活动，捐赠闲置书籍供居民阅读交流。,1,0.3305,0.3048,0.7847
130,131,反映的小区垃圾清运不及时问题，环卫部门已调整了清运时间和频次。,1,0.249,0.9512,0.3923
131,132,小区内的消防通道被私家车占用，存在严重的安全隐患。,0,0.2475,0.2488,0.282
132,133,希望社区能建立居民议事会，让居民参与小区事务的决策和管理。,0,0.7023,0.9902,1
133,134,社区组织的文明出行宣传活动，提高了居民的交通安全意识。,1,0.6968,0.7593,0.849
134,135,反映的小区噪音问题，城管部门多次上门处理，现在情况已得到控制。,1,0.179,0.652,0.6142
135,136,小区内的健身器材数量不足，居民锻炼不方便。,0,0.5582,0.2368,0.0548
136,137,建议在小区增设充电桩，方便新能源车主充电使用。,0,0,0.5098,0.4643
137,138,我愿意参与社区的环保宣传志愿工作，向居民普及垃圾分类知识。,1,0.6097,0.9332,1
138,139,反映的小区供水水压不足问题，水务部门很快就上门检修解决了。,1,0,0.5878,0.5607
139,140,小区内的物业工作人员服务态度差，多次沟通仍未改善。,0,1,0.5028,0.4402
140,141,希望社区能开设免费的英语培训班，丰富居民的业余文化生活。,0,0.0673,0.1512,0.6565
141,142,社区组织的应急救护培训，让居民掌握了基本的急救技能。,1,0.384,0.2245,0.6532
142,143,反映的小区围墙破损问题，相关部门很快就安排了修缮工作。,1,0,0.5218,0.3663
143,144,小区周边的菜市场卫生条件差，影响居民的购物体验。,0,0.7403,0.451,0.2582
144,145,建议政府加强对小区周边工地施工的监管，控制扬尘和噪音污染。,0,0.0688,1,0.8507
145,146,我愿意参与社区的文明养犬劝导工作，宣传文明养犬的相关规定。,1,0.232,0.5875,0.8077
146,147,反映的小区垃圾分类执行不到位问题，社区已加强督导和宣传工作。,1,0.506,0.901,0.869
147,148,小区内的楼道杂物堆积，影响通行且存在安全隐患。,0,0.4073,0.3988,0.3788
148,149,希望社区能定期开展消防安全检查，消除小区内的安全隐患。,0,0,0.4227,0.693
149,150,社区组织的亲子环保活动，让孩子们学习了环保知识，也增进了亲子感情。,1,0.5368,0.4427,0.6598
150,151,反映的小区电梯年检过期问题，市场监管部门已责令物业限期整改。,1,0.0847,0.8247,0.25
151,152,小区内的宠物粪便无人清理，影响小区的环境卫生。,0,0,0.2937,0.1148
152,153,建议在小区增设共享雨伞点，方便居民雨天出行使用。,0,0,0.4718,0.6007
153,154,我愿意参与社区的消防宣传志愿工作，向居民普及消防安全常识。,1,0.618,0.6613,1
154,155,反映的小区供水管道破裂问题，水务部门很快就上门维修好了。,1,0,0.3293,0.391
155,156,小区内的路灯损坏严重，晚上小区漆黑一片，居民出行不安全。,0,0.3757,0.1063,0.1623
156,157,希望社区能建立宠物管理规定，规范居民的养犬行为。,0,0.0285,0.6758,0.6068
157,158,社区组织的重阳节慰问活动，让社区的老人们感受到了温暖和关怀。,1,0.7668,0.3893,0.6688
158,159,反映的小区物业不作为问题，街道办已介入调查并督促物业整改。,1,0.3152,0.9575,0.7015
159,160,小区周边的公交线路班次不足，居民出行很不方便。,0,0.6647,0.4128,0.216
160,161,建议在小区增设快递代收点，解决快递投递难的问题。,0,0.3705,0.7358,0.535
161,162,我愿意参与社区的疫情防控志愿工作，协助体温检测和信息登记。,1,0.5982,0.4867,0.9152
162,163,反映的小区停车难问题，物业已新增部分停车位，情况有所缓解。,1,0.5107,0.7598,0.3223
163,164,小区内的树木病虫害严重，影响树木的生长和小区的环境美观。,0,0.0317,0.1918,0.1642
164,165,希望社区能开设免费的电脑基础培训班，帮助老人学习使用智能手机。,0,0.0348,0.1085,0.5437
165,166,社区组织的垃圾分类知识竞赛，让居民学习了很多垃圾分类的技巧和知识。,1,0.1873,0.3688,0.608
166,167,反映的小区噪音扰民问题，社区工作人员多次上门协调解决，情况已好转。,1,0.4255,0.8467,0.863
167,168,小区内的健身场地被广场舞长期占用，其他居民无法正常使用。,0,0.1762,0.0273,0.0918
168,169,建议政府优化老旧小区的供暖系统，解决冬季供暖温度不足的问题。,0,0.1572,0.9007,0.6898
169,170,我愿意参与社区的文明交通劝导志愿工作，维护小区周边的交通秩序。,1,0.6172,0.9265,1
170,171,反映的小区供水水质问题，卫生部门已上门检测并出具了合格报告。,1,0.2767,0.5743,0.6462
171,172,小区内的监控盲区较多，居民的财产安全无法得到有效保障。,0,0.2545,0.4472,0.305
172,173,希望社区能定期开展法律知识讲座，为居民普及相关的法律常识。,0,0.3195,0.5987,0.887
173,174,社区组织的植树节活动，让居民参与到小区的绿化建设中，改善了小区环境。,1,0,0.6978,0.7818
174,175,反映的小区电梯故障问题，物业很快就联系了专业的维修人员处理好了。,1,0.0558,0.2193,0.3068
175,176,小区周边缺少银行网点，居民办理金融业务很不方便。,0,0.4382,0.0725,0.2995
176,177,建议在小区增设共享电动车停放点，方便居民短途出行使用。,0,0.2925,0.7557,0.5907
177,178,我愿意参与社区的环境整治志愿活动，清理小区内的垃圾和乱贴的小广告。,1,0.6422,0.8452,1
178,179,反映的小区垃圾中转站异味问题，物业已加强了清洁和消杀工作，异味有所减轻。,1,0.1845,0.5572,0.4693
179,180,小区内的楼道灯损坏后长期未维修，晚上居民出行很不方便。,0,0.4433,0.244,0.2073
180,181,希望社区能增设便民理发点，为小区内的老人提供免费或低价的理发服务。,0,0.0867,0.4305,0.3913
181,182,社区组织的文明养犬宣传活动，提高了居民的文明养犬意识，小区环境也改善了。,1,0.2158,0.5643,0.6053
182,183,反映的小区噪音问题，公安部门多次上门处理，现在情况已得到了有效控制。,1,0.1353,0.6472,0.7163
183,184,小区内的消防通道被私家车占用，存在严重的消防安全隐患。,0,0.2335,0.2063,0.2833
184,185,建议社区建立居民意见反馈平台，方便居民反映问题和提出建议。,0,1,1,0.9267
185,186,我愿意参与社区的治安巡逻志愿工作，协助维护小区的安全和秩序。,1,0.5653,0.7427,1
186,187,反映的小区停车乱收费问题，物价部门已上门调查并规范了收费标准，现在收费透明了。,1,0,0.5573,0.4652
187,188,小区内的树木树枝影响居民的采光，多次向物业反映仍未得到修剪处理。,0,0.04,0.3768,0.3247
188,189,希望社区能开设免费的书法绘画培训班，丰富居民的业余文化生活。,0,0.1607,0,0.5363
189,190,社区组织的邻里互助活动，增进了居民之间的感情，营造了和谐的社区氛围。,1,0.8377,0.3667,1
190,191,反映的小区电梯停运问题，物业当天就联系了维修人员处理好了，居民出行恢复正常。,1,0.1385,0.3865,0.3575
191,192,小区周边缺少大型的购物超市，居民购买生活用品很不方便。,0,0.4232,0.0545,0.1417
192,193,建议在小区增设便民服务中心，为居民提供一站式的生活服务。,0,0.4347,1,0.8668
193,194,我愿意参与社区的图书漂流活动，捐赠自己闲置的书籍，供其他居民阅读交流。,1,0.4295,0.3453,0.8205
194,195,反映的小区垃圾清运不及时问题，环卫部门已调整了清运的时间和频次，现在小区干净多了。,1,0.0542,0.8928,0.5397
195,196,小区内的健身器材损坏后长期未维修，居民无法正常使用，影响了日常锻炼。,0,0.2858,0.2283,0
196,197,希望社区能定期开展免费的义诊活动，为居民提供健康检查和咨询服务。,0,0.5748,0.5487,0.9495
197,198,社区组织的反诈宣讲会，让居民学习了很多防范诈骗的技巧，提高了防骗意识。,1,0.6457,0.3533,0.7732
198,199,反映的小区下水道堵塞问题，物业很快就安排了疏通处理，现在下水道通畅了。,1,0,0.4495,0.548
199,200,小区内的快递柜经常满柜，居民取件很不方便，希望能增加快递柜的数量。,0,0.5637,0.1858,0.3257
