,case_id,text,outcome,dissatisfaction,policy_demand,coproduction_request
89,90,我愿意参与社区的消防宣传志愿工作，向居民普及消防安全知识。,1,0.5672,0.557,0.808
90,91,反映的小区垃圾分类执行不到位问题，社区已加强督导和宣传。,1,0.5012,0.7673,0.6871
91,92,小区内的健身器材损坏后长期未维修，居民无法正常使用。,0,0.2515,0.2544,0.1342
92,93,希望政府能优化老旧小区的供暖管道，解决冬季供暖不足的问题。,0,0.2601,0.6527,0.6475
93,94,社区组织的重阳节慰问活动，让社区老人感受到了温暖。,1,0.6599,0.4218,0.6053
94,95,反映的小区噪音问题，公安部门多次上门处理，现在情况已好转。,1,0.3492,0.674,0.5792
95,96,小区内的楼道卫生无人打扫，杂物堆积，环境脏乱差。,0,0.2568,0.3383,0.3798
96,97,建议社区增设便民理发点，为老人提供免费或低价理发服务。,0,0.2463,0.5102,0.4039
97,98,我愿意参与社区的文明交通劝导志愿工作，维护小区周边交通秩序。,1,0.5817,0.7525,0.8982
98,99,反映的小区供水水质问题，卫生部门已上门检测并出具了报告。,1,0.3827,0.5457,0.5474
99,100,小区内的监控盲区较多，居民的财产安全无法得到保障。,0,0.2974,0.4571,0.3781
100,101,希望社区能定期开展法律知识讲座，为居民普及法律常识。,0,0.377,0.563,0.7367
101,102,社区组织的植树节活动，让居民参与小区绿化建设，改善环境。,1,0.2349,0.6276,0.6812
102,103,反映的小区电梯故障问题，物业很快就联系了维修人员处理好了。,1,0.2055,0.3193,0.3567
103,104,小区周边的公交线路班次太少，居民出行不方便。,0,0.4931,0.4323,0.3296
104,105,建议在小区增设快递代收点，解决快递投递难题。,0,0.3967,0.6348,0.5291
105,106,我愿意参与社区的疫情防控宣传志愿工作，向居民普及防疫知识。,1,0.6886,0.6615,0.8402
106,107,反映的小区停车难问题，物业已新增部分停车位，情况有所缓解。,1,0.5064,0.6559,0.3934
107,108,小区内的树木病虫害严重，影响树木生长和小区环境。,0,0.1983,0.3133,0.2747
108,109,希望社区能开设免费的电脑维修服务，帮助居民解决电脑问题。,0,0.3499,0.5021,0.7204
109,110,社区组织的文明养犬宣传活动，提高了居民的文明养犬意识。,1,0.3572,0.4477,0.5505
110,111,反映的小区垃圾中转站异味问题，物业已加强清洁和消杀工作。,1,0.2941,0.569,0.5221
111,112,小区内的楼道灯损坏后长期未维修，晚上出行很不方便。,0,0.4005,0.303,0.2708
112,113,建议政府加强对小区周边餐饮油烟的治理，改善居民生活环境。,0,0.4397,1,0.7638
113,114,我愿意参与社区的环境整治志愿活动，清理小区内的小广告和垃圾。,1,0.5423,0.6742,0.8387
114,115,反映的小区噪音扰民问题，社区工作人员多次上门劝导，情况有所改善。,1,0.6556,0.8375,0.6668
115,116,小区内的健身场地被长期占用，其他居民无法正常使用。,0,0.2926,0.2432,0.1961
116,117,希望社区能定期开展免费的义诊活动，为居民提供健康检查。,0,0.5071,0.5384,0.7483
117,118,社区组织的反诈宣讲会，让居民学习了很多防范诈骗的技巧。,1,0.5679,0.3856,0.654
118,119,反映的小区下水道堵塞问题，物业当天就安排了疏通处理好了。,1,0.252,0.5965,0.4672
119,120,小区内的快递柜经常满柜，居民取件很不方便。,0,0.5983,0.2446,0.3846
120,121,建议在小区增设便民服务中心，为居民提供一站式服务。,0,0.4387,0.793,0.7419
121,122,我愿意参与社区的治安巡逻志愿工作，协助维护小区的安全秩序。,1,0.523,0.6436,0.8865
122,123,反映的小区停车乱收费问题，物价部门已上门调查并规范了收费标准。,1,0.2069,0.5706,0.4547
123,124,小区内的树木树枝影响居民采光，多次反映仍未修剪。,0,0.1739,0.3048,0.3602
124,125,希望社区能增设儿童托管服务，解决双职工家庭的带娃难题。,0,0.471,0.621,0.6742
125,126,社区组织的邻里互助活动，增进了居民之间的感情和信任。,1,0.7943,0.4453,0.8501
126,127,反映的小区电梯停运问题，物业很快就联系了维修人员处理好了。,1,0.1677,0.3413,0.3743
127,128,小区周边缺少大型超市，居民购物很不方便。,0,0.4468,0.1895,0.2956
128,129,建议政府优化老旧小区的排水系统，解决雨天积水问题。,0,0.1496,0.8056,0.6899
129,130,我愿意参与社区的图书漂流活动，捐赠闲置书籍供居民阅读交流。,1,0.3983,0.3829,0.6708
130,131,反映的小区垃圾清运不及时问题，环卫部门已调整了清运时间和频次。,1,0.3494,0.7707,0.4354
131,132,小区内的消防通道被私家车占用，存在严重的安全隐患。,0,0.3485,0.3493,0.3692
132,133,希望社区能建立居民议事会，让居民参与小区事务的决策和管理。,0,0.6214,0.7941,0.8473
133,134,社区组织的文明出行宣传活动，提高了居民的交通安全意识。,1,0.6181,0.6556,0.7094
134,135,反映的小区噪音问题，城管部门多次上门处理，现在情况已得到控制。,1,0.3074,0.5912,0.5685
135,136,小区内的健身器材数量不足，居民锻炼不方便。,0,0.5349,0.3421,0.2329
136,137,建议在小区增设充电桩，方便新能源车主充电使用。,0,0.1344,0.5059,0.4786
137,138,我愿意参与社区的环保宣传志愿工作，向居民普及垃圾分类知识。,1,0.5658,0.7599,0.8355
138,139,反映的小区供水水压不足问题，水务部门很快就上门检修解决了。,1,0.1316,0.5527,0.5364
139,140,小区内的物业工作人员服务态度差，多次沟通仍未改善。,0,0.9537,0.5017,0.4641
140,141,希望社区能开设免费的英语培训班，丰富居民的业余文化生活。,0,0.2404,0.2907,0.5939
141,142,社区组织的应急救护培训，让居民掌握了基本的急救技能。,1,0.4304,0.3347,0.5919
142,143,反映的小区围墙破损问题，相关部门很快就安排了修缮工作。,1,0.1881,0.5131,0.4198
143,144,小区周边的菜市场卫生条件差，影响居民的购物体验。,0,0.6442,0.4706,0.3549
144,145,建议政府加强对小区周边工地施工的监管，控制扬尘和噪音污染。,0,0.2413,0.9186,0.7104
145,146,我愿意参与社区的文明养犬劝导工作，宣传文明养犬的相关规定。,1,0.3392,0.5525,0.6846
146,147,反映的小区垃圾分类执行不到位问题，社区已加强督导和宣传工作。,1,0.5036,0.7406,0.7214
147,148,小区内的楼道杂物堆积，影响通行且存在安全隐患。,0,0.4444,0.4393,0.4273
148,149,希望社区能定期开展消防安全检查，消除小区内的安全隐患。,0,0.162,0.4536,0.6158
149,150,社区组织的亲子环保活动，让孩子们学习了环保知识，也增进了亲子感情。,1,0.5221,0.4656,0.5959
150,151,反映的小区电梯年检过期问题，市场监管部门已责令物业限期整改。,1,0.2508,0.6948,0.35
151,152,小区内的宠物粪便无人清理，影响小区的环境卫生。,0,0.1639,0.3762,0.2689
152,153,建议在小区增设共享雨伞点，方便居民雨天出行使用。,0,0.1943,0.4831,0.5604
153,154,我愿意参与社区的消防宣传志愿工作，向居民普及消防安全常识。,1,0.5708,0.5968,0.8227
154,155,反映的小区供水管道破裂问题，水务部门很快就上门维修好了。,1,0.0062,0.3976,0.4346
155,156,小区内的路灯损坏严重，晚上小区漆黑一片，居民出行不安全。,0,0.4254,0.2638,0.2974
156,157,希望社区能建立宠物管理规定，规范居民的养犬行为。,0,0.2171,0.6055,0.5641
157,158,社区组织的重阳节慰问活动，让社区的老人们感受到了温暖和关怀。,1,0.6601,0.4336,0.6013
158,159,反映的小区物业不作为问题，街道办已介入调查并督促物业整改。,1,0.3891,0.7745,0.6209
159,160,小区周边的公交线路班次不足，居民出行很不方便。,0,0.5988,0.4477,0.3296
160,161,建议在小区增设快递代收点，解决快递投递难的问题。,0,0.4223,0.6415,0.521
161,162,我愿意参与社区的疫情防控志愿工作，协助体温检测和信息登记。,1,0.5589,0.492,0.7491
162,163,反映的小区停车难问题，物业已新增部分停车位，情况有所缓解。,1,0.5064,0.6559,0.3934
163,164,小区内的树木病虫害严重，影响树木的生长和小区的环境美观。,0,0.219,0.3151,0.2985
164,165,希望社区能开设免费的电脑基础培训班，帮助老人学习使用智能手机。,0,0.2209,0.2651,0.5262
165,166,社区组织的垃圾分类知识竞赛，让居民学习了很多垃圾分类的技巧和知识。,1,0.3124,0.4213,0.5648
166,167,反映的小区噪音扰民问题，社区工作人员多次上门协调解决，情况已好转。,1,0.4553,0.708,0.7178
167,168,小区内的健身场地被广场舞长期占用，其他居民无法正常使用。,0,0.3057,0.2164,0.2551
168,169,建议政府优化老旧小区的供暖系统，解决冬季供暖温度不足的问题。,0,0.2943,0.7404,0.6139
169,170,我愿意参与社区的文明交通劝导志愿工作，维护小区周边的交通秩序。,1,0.5703,0.7559,0.8894
170,171,反映的小区供水水质问题，卫生部门已上门检测并出具了合格报告。,1,0.366,0.5446,0.5877
171,172,小区内的监控盲区较多，居民的财产安全无法得到有效保障。,0,0.3527,0.4683,0.383
172,173,希望社区能定期开展法律知识讲座，为居民普及相关的法律常识。,0,0.3917,0.5592,0.7322
173,174,社区组织的植树节活动，让居民参与到小区的绿化建设中，改善了小区环境。,1,0.1774,0.6187,0.6691
174,175,反映的小区电梯故障问题，物业很快就联系了专业的维修人员处理好了。,1,0.2335,0.3316,0.3841
175,176,小区周边缺少银行网点，居民办理金融业务很不方便。,0,0.4629,0.2435,0.3797
176,177,建议在小区增设共享电动车停放点，方便居民短途出行使用。,0,0.3755,0.6534,0.5544
177,178,我愿意参与社区的环境整治志愿活动，清理小区内的垃圾和乱贴的小广告。,1,0.5853,0.7071,0.8319
178,179,反映的小区垃圾中转站异味问题，物业已加强了清洁和消杀工作，异味有所减轻。,1,0.3107,0.5343,0.4816
179,180,小区内的楼道灯损坏后长期未维修，晚上居民出行很不方便。,0,0.466,0.3464,0.3244
180,181,希望社区能增设便民理发点，为小区内的老人提供免费或低价的理发服务。,0,0.252,0.4583,0.4348
181,182,社区组织的文明养犬宣传活动，提高了居民的文明养犬意识，小区环境也改善了。,1,0.3295,0.5386,0.5632
182,183,反映的小区噪音问题，公安部门多次上门处理，现在情况已得到了有效控制。,1,0.2812,0.5883,0.6298
183,184,小区内的消防通道被私家车占用，存在严重的消防安全隐患。,0,0.3401,0.3238,0.37
184,185,建议社区建立居民意见反馈平台，方便居民反映问题和提出建议。,0,1,0.9347,0.756
185,186,我愿意参与社区的治安巡逻志愿工作，协助维护小区的安全和秩序。,1,0.5392,0.6456,0.89
186,187,反映的小区停车乱收费问题，物价部门已上门调查并规范了收费标准，现在收费透明了。,1,0.1494,0.5344,0.4791
187,188,小区内的树木树枝影响居民的采光，多次向物业反映仍未得到修剪处理。,0,0.224,0.4261,0.3948
188,189,希望社区能开设免费的书法绘画培训班，丰富居民的业余文化生活。,0,0.2964,0.1936,0.5218
189,190,社区组织的邻里互助活动，增进了居民之间的感情，营造了和谐的社区氛围。,1,0.7026,0.42,0.8085
190,191,反映的小区电梯停运问题，物业当天就联系了维修人员处理好了，居民出行恢复正常。,1,0.2831,0.4319,0.4145
191,192,小区周边缺少大型的购物超市，居民购买生活用品很不方便。,0,0.4539,0.2327,0.285
192,193,建议在小区增设便民服务中心，为居民提供一站式的生活服务。,0,0.4608,0.8259,0.7201
193,194,我愿意参与社区的图书漂流活动，捐赠自己闲置的书籍，供其他居民阅读交流。,1,0.4577,0.4072,0.6923
194,195,反映的小区垃圾清运不及时问题，环卫部门已调整了清运的时间和频次，现在小区干净多了。,1,0.2325,0.7357,0.5238
195,196,小区内的健身器材损坏后长期未维修，居民无法正常使用，影响了日常锻炼。,0,0.3715,0.337,0.143
196,197,希望社区能定期开展免费的义诊活动，为居民提供健康检查和咨询服务。,0,0.5449,0.5292,0.7697
197,198,社区组织的反诈宣讲会，让居民学习了很多防范诈骗的技巧，提高了防骗意识。,1,0.5874,0.412,0.6639
198,199,反映的小区下水道堵塞问题，物业很快就安排了疏通处理，现在下水道通畅了。,1,0.0746,0.4697,0.5288
199,200,小区内的快递柜经常满柜，居民取件很不方便，希望能增加快递柜的数量。,0,0.5382,0.3115,0.3954
